sim_time, uav1/rotor_1_joint?0/velocity
78.72, 59.1358
78.724, 58.6109
78.728, 57.9779
78.732, 57.3085
78.736, 56.6544
78.74, 56.0599
78.744, 55.5532
78.748, 55.1306
78.752, 54.8077
78.756, 55.2954
78.76, 55.8734
78.764, 57.4454
78.768, 58.845
78.772, 59.9301
78.776, 60.7181
78.78, 61.2901
78.784, 61.7054
78.788, 62.0068
78.792, 62.2255
78.796, 62.3843
78.8, 62.4996
78.804, 62.3777
78.808, 61.9952
78.812, 61.5672
78.816, 60.9145
78.82, 60.2006
78.824, 59.4159
78.828, 58.515
78.832, 57.5525
78.836, 56.6022
78.84, 55.7089
78.844, 54.9104
78.848, 54.5178
78.852, 54.4337
78.856, 54.6794
78.86, 55.1501
78.864, 55.9047
78.868, 56.8483
78.872, 57.9118
78.876, 59.0797
78.88, 60.0826
78.884, 60.8281
78.888, 61.3692
78.892, 61.7105
78.896, 61.769
78.9, 61.5688
78.904, 61.3982
78.908, 60.7235
78.912, 59.9256
78.916, 58.9393
78.92, 57.8111
78.924, 56.6269
78.928, 55.3671
78.932, 54.0801
78.936, 52.8255
78.94, 51.6728
78.944, 50.672
78.948, 49.9119
78.952, 49.385
78.956, 49.1772
78.96, 49.2621
78.964, 49.3236
78.968, 49.8326
78.972, 51.1654
78.976, 52.7179
78.98, 54.2753
78.984, 55.6298
78.988, 56.8541
78.992, 57.7087
78.996, 58.3463
79, 58.6717
79.004, 58.6227
79.008, 58.3302
79.012, 57.7836
79.016, 56.9836
79.02, 56.0141
79.024, 54.8629
79.028, 53.5755
79.032, 52.2
79.036, 50.7958
79.04, 49.4322
79.044, 48.1681
79.048, 47.0351
79.052, 46.0696
79.056, 45.3769
79.06, 45.3714
79.064, 45.8097
79.068, 46.4892
79.072, 47.5329
79.076, 48.6347
79.08, 49.968
79.084, 51.2113
79.088, 52.4237
79.092, 53.459
79.096, 53.8839
79.1, 54.0721
79.104, 54.2086
79.108, 53.9557
79.112, 53.7401
79.116, 53.1292
79.12, 52.2838
79.124, 51.2848
79.128, 50.2201
79.132, 49.1085
79.136, 47.9943
79.14, 47.0448
79.144, 46.0592
79.148, 45.2195
79.152, 44.5688
79.156, 44.1164
79.16, 43.9073
79.164, 43.9556
79.168, 44.4034
79.172, 44.849
79.176, 45.6197
79.18, 46.1794
79.184, 47.0157
79.188, 48.3454
79.192, 49.5862
79.196, 51.1407
79.2, 52.3556
79.204, 53.2721
79.208, 53.9032
79.212, 54.2411
79.216, 54.2457
79.22, 54.0617
79.224, 53.6634
79.228, 52.507
79.232, 51.2432
79.236, 49.73
79.24, 48.1899
79.244, 46.6732
79.248, 45.1394
79.252, 43.7768
79.256, 42.6155
79.26, 41.8395
79.264, 41.4288
79.268, 41.8811
79.272, 42.9319
79.276, 44.314
79.28, 46.126
79.284, 48.2157
79.288, 50.3179
79.292, 52.412
79.296, 54.1563
79.3, 55.612
79.304, 56.6692
79.308, 57.282
79.312, 57.1043
79.316, 56.6649
79.32, 55.9375
79.324, 54.9186
79.328, 53.6418
79.332, 52.1174
79.336, 50.4471
79.34, 48.5874
79.344, 46.7707
79.348, 45.0833
79.352, 43.5711
79.356, 42.3476
79.36, 41.472
79.364, 40.9949
79.368, 40.9318
79.372, 40.878
79.376, 42.2207
79.38, 43.8664
79.384, 45.8698
79.388, 48.0469
79.392, 50.2469
79.396, 52.3778
79.4, 54.2691
79.404, 55.8145
79.408, 56.8507
79.412, 57.2935
79.416, 57.2162
79.42, 56.7602
79.424, 55.8238
79.428, 54.5708
79.432, 53.0482
79.436, 51.1751
79.44, 49.1798
79.444, 47.1174
79.448, 45.1001
79.452, 43.1954
79.456, 41.5258
79.46, 40.1866
79.464, 39.296
79.468, 38.8526
79.472, 38.858
79.476, 39.6872
79.48, 41.1665
79.484, 43.1178
79.488, 45.3431
79.492, 47.647
79.496, 49.5952
79.5, 51.4226
79.504, 52.8013
79.508, 53.8195
79.512, 54.3697
79.516, 54.3908
79.52, 53.916
79.524, 53.1678
79.528, 52.1496
79.532, 50.8455
79.536, 49.3443
79.54, 47.7123
79.544, 46.0246
79.548, 44.3636
79.552, 42.8368
79.556, 41.4892
79.56, 40.3966
79.564, 39.5305
79.568, 39.0152
79.572, 38.8545
79.576, 39.0654
79.58, 39.8376
79.584, 41.0518
79.588, 42.5699
79.592, 44.2742
79.596, 45.873
79.6, 47.4295
79.604, 48.7318
79.608, 49.8151
79.612, 50.4813
79.616, 50.8103
79.62, 50.7906
79.624, 50.5602
79.628, 49.9924
79.632, 49.0907
79.636, 48.0439
79.64, 46.8918
79.644, 45.7524
79.648, 44.5864
79.652, 43.4443
79.656, 42.4618
79.66, 41.6245
79.664, 40.9109
79.668, 40.3957
79.672, 40.133
79.676, 40.1484
79.68, 40.555
79.684, 41.2975
79.688, 42.2494
79.692, 43.2331
79.696, 43.9474
79.7, 45.1539
79.704, 46.1678
79.708, 47.0759
79.712, 47.8214
79.716, 48.3455
79.72, 48.5713
79.724, 48.5804
79.728, 48.4539
79.732, 48.1696
79.736, 47.7603
79.74, 47.2352
79.744, 46.6113
79.748, 45.9311
79.752, 45.2216
79.756, 44.5055
79.76, 43.8396
79.764, 43.1422
79.768, 42.5664
79.772, 42.1408
79.776, 41.8617
79.78, 41.7816
79.784, 41.9475
79.788, 42.3775
79.792, 43.0338
79.796, 43.5104
79.8, 44.7508
79.804, 45.944
79.808, 47.0168
79.812, 47.9507
79.816, 48.8352
79.82, 49.5291
79.824, 50.205
79.828, 50.541
79.832, 50.5614
79.836, 50.4207
79.84, 50.1151
79.844, 49.8547
79.848, 49.215
79.852, 48.1778
79.856, 47.0992
79.86, 46.0502
79.864, 45.0262
79.868, 44.0608
79.872, 43.1917
79.876, 42.479
79.88, 42.2151
79.884, 42.1944
79.888, 42.6433
79.892, 43.4509
79.896, 44.5705
79.9, 45.9166
79.904, 47.3929
79.908, 48.895
79.912, 50.3125
79.916, 51.5655
79.92, 52.5613
79.924, 53.1469
79.928, 53.4001
79.932, 53.2672
79.936, 52.9496
79.94, 52.4375
79.944, 51.7319
79.948, 50.8613
79.952, 49.8596
79.956, 48.7924
79.96, 47.9202
79.964, 47.0285
79.968, 46.1851
79.972, 45.4478
79.976, 44.9774
79.98, 44.6878
79.984, 44.6081
79.988, 44.8435
79.992, 45.4444
79.996, 46.4827
80, 47.6839
80.004, 48.9518
80.008, 50.1477
80.012, 51.2741
80.016, 52.2468
80.02, 53.108
80.024, 53.6645
80.028, 53.9139
80.032, 53.8723
80.036, 53.6696
80.04, 53.2833
80.044, 52.7221
80.048, 52.0117
80.052, 51.1743
80.056, 50.2471
80.06, 49.29
80.064, 48.3444
80.068, 47.5943
80.072, 46.9087
80.076, 46.343
80.08, 45.9444
80.084, 45.874
80.088, 46.0725
80.092, 46.595
80.096, 47.3356
80.1, 48.2518
80.104, 49.2611
80.108, 50.3552
80.112, 51.4077
80.116, 52.3784
80.12, 53.1693
80.124, 53.7951
80.128, 54.1464
80.132, 54.195
80.136, 54.0747
80.14, 53.805
80.144, 53.3987
80.148, 52.8483
80.152, 52.1657
80.156, 51.3984
80.16, 50.6239
80.164, 49.834
80.168, 49.1237
80.172, 48.4627
80.176, 47.8901
80.18, 47.4392
80.184, 47.1385
80.188, 47.0215
80.192, 47.1465
80.196, 47.5296
80.2, 48.1174
80.204, 48.8538
80.208, 49.6637
80.212, 50.4583
80.216, 51.2244
80.22, 51.884
80.224, 52.4317
80.228, 52.795
80.232, 52.9383
80.236, 52.8831
80.24, 52.8359
80.244, 52.4986
80.248, 52.0533
80.252, 51.6739
80.256, 51.0441
80.26, 50.3589
80.264, 49.6823
80.268, 49.0035
80.272, 48.3416
80.276, 47.7403
80.28, 47.2187
80.284, 46.8019
80.288, 46.5025
80.292, 46.4423
80.296, 46.5709
80.3, 46.905
80.304, 47.4056
80.308, 48.0443
80.312, 48.8005
80.316, 49.556
80.32, 50.225
80.324, 50.7796
80.328, 51.1823
80.332, 51.4059
80.336, 51.4134
80.34, 51.4188
80.344, 51.1887
80.348, 50.8441
80.352, 50.4019
80.356, 49.8951
80.36, 49.3239
80.364, 48.7166
80.368, 48.0876
80.372, 47.4867
80.376, 46.9374
80.38, 46.4972
80.384, 46.1591
80.388, 45.9268
80.392, 45.8123
80.396, 45.8896
80.4, 46.1522
80.404, 46.5664
80.408, 47.0907
80.412, 47.6607
80.416, 48.2465
80.42, 48.8095
80.424, 49.3044
80.428, 49.6637
80.432, 49.8729
80.436, 49.8873
80.44, 49.8186
80.444, 49.6671
80.448, 49.4174
80.452, 49.0931
80.456, 48.6962
80.46, 48.2836
80.464, 47.8299
80.468, 47.3505
80.472, 46.9141
80.476, 46.505
80.48, 46.1379
80.484, 45.825
80.488, 45.5955
80.492, 45.4742
80.496, 45.4451
80.5, 45.5196
80.504, 45.7113
80.508, 45.988
80.512, 46.3266
80.516, 46.71
80.52, 47.0917
80.524, 47.4204
80.528, 47.7107
80.532, 47.9043
80.536, 48.0448
80.54, 48.0953
80.544, 48.0593
80.548, 47.973
80.552, 47.8251
80.556, 47.6527
80.56, 47.4407
80.564, 47.1952
80.568, 46.9209
80.572, 46.6315
80.576, 46.3849
80.58, 46.1097
80.584, 45.8567
80.588, 45.6411
80.592, 45.4759
80.596, 45.3723
80.6, 45.3304
80.604, 45.4534
80.608, 45.6632
80.612, 45.9875
80.616, 46.3262
80.62, 46.6582
80.624, 47.0024
80.628, 47.3555
80.632, 47.6636
80.636, 47.9389
80.64, 48.1216
80.644, 48.2198
80.648, 48.2119
80.652, 48.1494
80.656, 48.0312
80.66, 47.8748
80.664, 47.6858
80.668, 47.4504
80.672, 47.1849
80.676, 46.9587
80.68, 46.7287
80.684, 46.5049
80.688, 46.3049
80.692, 46.1716
80.696, 46.0673
80.7, 45.997
80.704, 45.9742
80.708, 46.0415
80.712, 46.2107
80.716, 46.3508
80.72, 46.4009
80.724, 46.5061
80.728, 46.6341
80.732, 46.7615
80.736, 47.0775
80.74, 47.3243
80.744, 47.5378
80.748, 47.6069
80.752, 47.6743
80.756, 47.7232
80.76, 47.7587
80.764, 47.7673
80.768, 47.7428
80.772, 47.7034
80.776, 47.6419
80.78, 47.5617
80.784, 47.4655
80.788, 47.3836
80.792, 47.3137
80.796, 47.2542
80.8, 47.2035
80.804, 47.1603
80.808, 47.142
80.812, 47.2164
80.816, 47.3048
80.82, 47.3862
80.824, 47.4797
80.828, 47.5992
80.832, 47.7376
80.836, 47.8724
80.84, 48.0564
80.844, 48.19
80.848, 48.2182
80.852, 48.2014
80.856, 48.1778
80.86, 48.1391
80.864, 48.0876
80.868, 47.9973
80.872, 47.911
80.876, 47.8747
80.88, 47.8251
80.884, 47.7922
80.888, 47.7734
80.892, 47.7954
80.896, 47.8973
80.9, 48.0057
80.904, 48.1361
80.908, 48.2307
80.912, 48.3166
80.916, 48.3446
80.92, 48.4509
80.924, 48.5626
80.928, 48.6436
80.932, 48.6853
80.936, 48.7156
80.94, 48.7547
80.944, 48.7515
80.948, 48.721
80.952, 48.6856
80.956, 48.6462
80.96, 48.6126
80.964, 48.5097
80.968, 48.4035
80.972, 48.3594
80.976, 48.3218
80.98, 48.2898
80.984, 48.244
80.988, 48.2235
80.992, 48.2427
80.996, 48.291
81, 48.3261
81.004, 48.4032
81.008, 48.4936
81.012, 48.5937
81.016, 48.7007
81.02, 48.744
81.024, 48.7927
81.028, 48.8452
81.032, 48.7915
81.036, 48.7179
81.04, 48.6459
81.044, 48.6031
81.048, 48.5666
81.052, 48.5263
81.056, 48.5012
81.06, 48.6335
81.064, 48.7812
81.068, 48.9401
81.072, 49.0899
81.076, 49.2674
81.08, 49.4651
81.084, 49.6431
81.088, 49.7552
81.092, 49.437
81.096, 49.1194
81.1, 48.8302
81.104, 48.5652
81.108, 48.3022
81.112, 48.0503
81.116, 47.8355
81.12, 47.6897
81.124, 47.649
81.128, 47.8942
81.132, 48.2099
81.136, 48.6112
81.14, 49.0401
81.144, 49.5236
81.148, 50.0122
81.152, 50.4874
81.156, 50.8841
81.16, 51.2065
81.164, 51.4406
81.168, 51.5075
81.172, 51.5057
81.176, 51.4671
81.18, 51.425
81.184, 51.2498
81.188, 51.0262
81.192, 50.7613
81.196, 50.5543
81.2, 50.3313
81.204, 50.1135
81.208, 49.9186
81.212, 49.7433
81.216, 49.6124
81.22, 49.4452
81.224, 49.3399
81.228, 49.2966
81.232, 49.3313
81.236, 49.4253
81.24, 49.5796
81.244, 49.8808
81.248, 50.1855
81.252, 50.4927
81.256, 50.991
81.26, 51.4388
81.264, 51.85
81.268, 52.1486
81.272, 52.3654
81.276, 52.4885
81.28, 52.4811
81.284, 52.4747
81.288, 52.3207
81.292, 52.1894
81.296, 51.9662
81.3, 51.6737
81.304, 51.3409
81.308, 50.9923
81.312, 50.6304
81.316, 50.4148
81.32, 50.2589
81.324, 50.1262
81.328, 50.0409
81.332, 50.0147
81.336, 50.0592
81.34, 50.2291
81.344, 50.4385
81.348, 50.7452
81.352, 51.1227
81.356, 51.4313
81.36, 51.6725
81.364, 51.8477
81.368, 51.9749
81.372, 52.1532
81.376, 52.214
81.38, 52.1822
81.384, 52.0529
81.388, 51.8777
81.392, 51.6728
81.396, 51.4795
81.4, 51.2312
81.404, 50.964
81.408, 50.6898
81.412, 50.5676
81.416, 50.4449
81.42, 50.3404
81.424, 50.2513
81.428, 50.2655
81.432, 50.293
81.436, 50.211
81.44, 50.1597
81.444, 50.0974
81.448, 50.0443
81.452, 49.9897
81.456, 49.9896
81.46, 49.9895
81.464, 50.0065
81.468, 50.0877
81.472, 50.1982
81.476, 50.3129
81.48, 50.4478
81.484, 50.5457
81.488, 50.6169
81.492, 50.6513
81.496, 50.6463
81.5, 50.6419
81.504, 50.7727
81.508, 50.8505
81.512, 50.907
81.516, 50.6691
81.52, 50.4386
81.524, 50.2236
81.528, 50.0218
81.532, 49.9798
81.536, 49.9069
81.54, 49.9294
81.544, 49.9458
81.548, 49.992
81.552, 50.0772
81.556, 50.1907
81.56, 50.3419
81.564, 50.4516
81.568, 50.5313
81.572, 50.6063
81.576, 50.6264
81.58, 50.6064
81.584, 50.5523
81.588, 50.4689
81.592, 50.3608
81.596, 50.2223
81.6, 49.8535
81.604, 49.5021
81.608, 49.1656
81.612, 48.8509
81.616, 48.5642
81.62, 48.3106
81.624, 48.0852
81.628, 47.921
81.632, 47.8275
81.636, 47.8128
81.64, 47.91
81.644, 47.9806
81.648, 48.2554
81.652, 48.5582
81.656, 48.8812
81.66, 49.2189
81.664, 49.4642
81.668, 49.7627
81.672, 50.0138
81.676, 51.1592
81.68, 51.9738
81.684, 52.5137
81.688, 52.8541
81.692, 53.0497
81.696, 53.1057
81.7, 53.0254
81.704, 52.7992
81.708, 52.4207
81.712, 51.9125
81.716, 51.303
81.72, 50.3659
81.724, 48.8989
81.728, 47.4911
81.732, 45.9293
81.736, 44.5148
81.74, 43.2816
81.744, 42.2863
81.748, 41.6053
81.752, 41.2943
81.756, 41.474
81.76, 42.1548
81.764, 43.4918
81.768, 45.2881
81.772, 47.3836
81.776, 49.6275
81.78, 51.7557
81.784, 53.8343
81.788, 55.7049
81.792, 57.2353
81.796, 57.7963
81.8, 58.0489
81.804, 57.8879
81.808, 57.4814
81.812, 56.8192
81.816, 55.7906
81.82, 54.682
81.824, 53.4309
81.828, 52.1141
81.832, 50.7877
81.836, 49.6575
81.84, 48.4901
81.844, 47.514
81.848, 46.7193
81.852, 46.1813
81.856, 45.89
81.86, 45.8459
81.864, 46.2064
81.868, 46.8293
81.872, 47.2816
81.876, 48.47
81.88, 49.7112
81.884, 50.9394
81.888, 51.7969
81.892, 52.5915
81.896, 52.9105
81.9, 53.1422
81.904, 53.3621
81.908, 53.3368
81.912, 53.176
81.916, 53.0575
81.92, 52.8079
81.924, 52.5767
81.928, 52.2403
81.932, 51.8515
81.936, 51.3995
81.94, 50.903
81.944, 50.3777
81.948, 49.8373
81.952, 49.2932
81.956, 48.8668
81.96, 48.5033
81.964, 48.1658
81.968, 47.8874
81.972, 47.678
81.976, 47.4996
81.98, 47.5275
81.984, 47.5821
81.988, 47.7594
81.992, 48.0945
81.996, 48.4582
82, 48.8256
82.004, 49.1955
82.008, 49.5157
82.012, 49.6451
82.016, 49.7562
82.02, 49.8369
82.024, 49.8036
82.028, 49.8029
82.032, 49.7467
82.036, 49.643
82.04, 49.499
82.044, 49.3206
82.048, 49.1221
82.052, 48.9158
82.056, 48.6937
82.06, 48.3929
82.064, 48.1089
82.068, 47.8668
82.072, 47.6233
82.076, 47.4252
82.08, 47.1449
82.084, 46.934
82.088, 46.8007
82.092, 46.7427
82.096, 46.7398
82.1, 46.8555
82.104, 47.2491
82.108, 47.7069
82.112, 48.2285
82.116, 48.7793
82.12, 49.3341
82.124, 49.8745
82.128, 50.3529
82.132, 50.2898
82.136, 50.2359
82.14, 50.1622
82.144, 50.0715
82.148, 49.9942
82.152, 49.9469
82.156, 49.9066
82.16, 49.8723
82.164, 49.7501
82.168, 49.6275
82.172, 49.523
82.176, 49.4061
82.18, 49.4796
82.184, 49.4814
82.188, 49.4542
82.192, 49.431
82.196, 49.3463
82.2, 49.3845
82.204, 49.3951
82.208, 49.4027
82.212, 49.3965
82.216, 49.5585
82.22, 49.6934
82.224, 49.7741
82.228, 49.7984
82.232, 49.988
82.236, 50.1084
82.24, 50.1787
82.244, 50.1692
82.248, 50.1238
82.252, 50.0574
82.256, 49.9543
82.26, 49.82
82.264, 49.6499
82.268, 49.4678
82.272, 49.359
82.276, 49.2292
82.28, 49.0815
82.284, 48.9277
82.288, 48.7874
82.292, 48.6678
82.296, 48.6217
82.3, 48.5823
82.304, 48.5395
82.308, 48.5216
82.312, 48.5449
82.316, 48.665
82.32, 48.7522
82.324, 48.8155
82.328, 48.8615
82.332, 48.9121
82.336, 49.0349
82.34, 49.1412
82.344, 49.184
82.348, 49.1979
82.352, 49.2253
82.356, 49.2174
82.36, 49.155
82.364, 49.0647
82.368, 48.9691
82.372, 48.8877
82.376, 48.8184
82.38, 48.7499
82.384, 48.6638
82.388, 48.5811
82.392, 48.5107
82.396, 48.4785
82.4, 48.4604
82.404, 48.4356
82.408, 48.4482
82.412, 48.5605
82.416, 48.642
82.42, 48.7184
82.424, 48.6834
82.428, 48.6722
82.432, 48.6888
82.436, 48.718
82.44, 48.7392
82.444, 48.789
82.448, 48.8252
82.452, 48.9719
82.456, 49.1128
82.46, 49.2323
82.464, 49.2503
82.468, 49.2634
82.472, 49.2592
82.476, 49.3042
82.48, 49.3197
82.484, 49.3165
82.488, 49.2952
82.492, 49.3992
82.496, 49.4403
82.5, 49.28
82.504, 49.1341
82.508, 48.9356
82.512, 48.7571
82.516, 48.5864
82.52, 48.4225
82.524, 48.2734
82.528, 48.165
82.532, 48.2517
82.536, 48.3835
82.54, 48.5136
82.544, 48.6941
82.548, 48.9112
82.552, 49.1548
82.556, 49.4177
82.56, 49.7118
82.564, 49.7362
82.568, 49.771
82.572, 49.7964
82.576, 49.8148
82.58, 49.7198
82.584, 49.6111
82.588, 49.4534
82.592, 49.2913
82.596, 49.0509
82.6, 48.8276
82.604, 48.6465
82.608, 48.5015
82.612, 48.3779
82.616, 48.2447
82.62, 48.1591
82.624, 48.1325
82.628, 48.211
82.632, 48.3883
82.636, 48.6203
82.64, 48.892
82.644, 49.6052
82.648, 50.2952
82.652, 50.865
82.656, 51.21
82.66, 51.4776
82.664, 51.672
82.668, 51.8647
82.672, 51.9187
82.676, 51.8562
82.68, 51.7194
82.684, 51.6028
82.688, 51.2899
82.692, 50.9862
82.696, 50.6438
82.7, 50.2592
82.704, 49.8757
82.708, 49.5118
82.712, 49.2296
82.716, 48.9612
82.72, 48.7232
82.724, 48.5389
82.728, 48.4284
82.732, 48.427
82.736, 48.5452
82.74, 48.631
82.744, 48.8997
82.748, 49.1808
82.752, 49.4882
82.756, 49.5393
82.76, 49.6453
82.764, 49.7394
82.768, 49.8077
82.772, 49.8745
82.776, 49.8886
82.78, 49.8384
82.784, 49.7771
82.788, 49.7155
82.792, 49.6538
82.796, 49.4248
82.8, 49.2018
82.804, 49.0026
82.808, 48.6563
82.812, 48.417
82.816, 48.213
82.82, 48.0484
82.824, 48.0638
82.828, 48.161
82.832, 48.6959
82.836, 49.222
82.84, 49.7244
82.844, 50.1924
82.848, 50.6182
82.852, 50.979
82.856, 51.2411
82.86, 51.5001
82.864, 51.6022
82.868, 51.5773
82.872, 51.3702
82.876, 51.1195
82.88, 50.813
82.884, 50.459
82.888, 50.0645
82.892, 49.6355
82.896, 49.2792
82.9, 48.9384
82.904, 48.6202
82.908, 48.349
82.912, 48.2015
82.916, 48.1222
82.92, 48.1103
82.924, 48.1947
82.928, 48.3076
82.932, 48.4928
82.936, 48.782
82.94, 49.0609
82.944, 49.2633
82.948, 49.462
82.952, 49.6578
82.956, 49.8
82.96, 49.9033
82.964, 49.8788
82.968, 49.83
82.972, 49.7513
82.976, 49.6564
82.98, 49.5198
82.984, 49.3569
82.988, 49.1718
82.992, 48.9397
82.996, 48.7326
83, 48.5098
83.004, 48.3106
83.008, 48.1409
83.012, 48.0241
83.016, 47.9431
83.02, 47.9206
83.024, 47.9365
83.028, 48.0341
83.032, 47.9238
83.036, 47.867
83.04, 47.865
83.044, 47.8168
83.048, 47.8036
83.052, 47.8344
83.056, 48.0804
83.06, 48.3106
83.064, 48.4949
83.068, 48.6976
83.072, 48.8964
83.076, 49.0751
83.08, 49.1877
83.084, 49.3038
83.088, 49.3882
83.092, 49.415
83.096, 49.3234
83.1, 49.2082
83.104, 49.0914
83.108, 48.9548
83.112, 48.9034
83.116, 48.8317
83.12, 48.752
